scene_token,name,description,location,vehicle,num_samples,duration_s,part,night,rain,construction,pedestrians,busy,turn,parked,bikes,trucks
7e3a6bdd6c6f4c8fb018cff404974446,scene-0022,"Barriers, construction, lane switch, turn left",singapore-onenorth,n015,40,19.400059,1,False,False,False,False,False,True,False,False,False
d0880a386b6d434bb5cd13c134af7a3e,scene-0023,"Overtake parked car, bus turning, motorcycle",singapore-onenorth,n015,40,19.399505,1,False,False,False,False,False,True,True,True,True
d7ebcbbd26d849b384c11bec8df28a9b,scene-0024,"Intersection, peds in cafe, parked motorcycle, ped crossing",singapore-onenorth,n015,40,19.350847,1,False,False,False,True,False,True,True,True,False
0c601ff2bf004fccafec366b08bf29e2,scene-0025,Ped crossing street in front of ego vehicle,singapore-onenorth,n015,40,19.348673,1,False,False,False,True,False,False,False,False,False
b79d940da8df43d09ee972c2414ffeca,scene-0026,"Parked cars, peds on the roadside",singapore-onenorth,n015,39,19.049457,1,False,False,False,True,False,False,True,False,False
1d4db80d13f342aba4881b38099bc4b7,scene-0027,"Delivery motorcycle turns left, veh turn right",singapore-onenorth,n015,40,19.499572,1,False,False,False,False,False,True,False,True,False
3a1850241080418b88dcee97c7d17ed7,scene-0028,"Taxi parked on road, bicycle rack, many peds, many jaywalkers, parked bicycles, ped exiting taxi, ped crossing traffic light, lane change, peds crossing crosswalk",singapore-onenorth,n015,40,19.398972,1,False,False,False,True,False,False,True,True,False
6520b5f0d568414c973f791b30ee1548,scene-0029,"Waiting, peds crossing intersection",singapore-onenorth,n015,40,19.151226,1,False,False,False,True,False,True,False,False,False
82aef599650d462db73731b7ff40918b,scene-0030,"Two parked motorcycles, overtake",singapore-onenorth,n015,40,19.498483,1,False,False,False,False,False,False,True,False,False
f444b757d7e2444c889da10f02b73491,scene-0031,"Construction, workers sitting on grass, garbage",singapore-onenorth,n015,40,19.399499,1,False,False,False,False,False,False,False,False,False
9047b53fd41540649dce014a128cbe1b,scene-0032,"Turn left, motorcycle driving, ped sitting",singapore-onenorth,n015,40,19.499587,1,False,False,False,True,False,True,False,True,False
6e81ee0f64274490a403bbd6482c2bf9,scene-0033,"Low traffic, following bus",singapore-onenorth,n015,40,19.349673,1,False,False,False,False,False,False,False,False,True
bb73edb93a0a46c4be997c576e9beb61,scene-0034,"No traffic, dead end street, overtake parked truck",singapore-onenorth,n015,39,19.050567,1,False,False,False,False,False,False,True,False,True
3dd2be428534403ba150a0b60abc6a0a,scene-0035,"Parking lots, trash can, bump, scooter, peds, potential jaywalkers, bus stop, oncoming bus",singapore-onenorth,n015,40,19.200449,1,False,False,False,True,False,False,False,True,True
5a0dd8908a3a459b83ec5eb6ac7d0f82,scene-0036,"Parked bicycle, construction, peds, workers, construction vehicle, bike racks",singapore-onenorth,n015,40,19.449806,1,False,False,False,True,False,False,True,True,True
2f56eb47c64f43df8902d9f88aa8a019,scene-0038,"Parked construction vehicles, peds, garbage",singapore-onenorth,n015,40,19.500154,1,False,False,False,True,False,False,True,False,False
8edbc31083ab4fb187626e5b3c0411f7,scene-0039,"Busy street, parked cars, parking lot, ped sitting at bus stop, motorcycle driving",singapore-onenorth,n015,40,19.450382,1,False,False,False,True,True,False,True,True,True
359f9c029ae44e1d9d47c05bc7915561,scene-0041,"Turn left, arrive at busy intersection, red light",singapore-onenorth,n015,40,19.298294,1,False,False,False,False,True,True,False,False,False
c6c092a66329470f836714f46b92d59b,scene-0042,"Parked cars, many peds, parked bicycles, trash can, parking lots",singapore-onenorth,n015,41,19.500124,1,False,False,False,True,False,False,True,False,False
70368a18644046f898ab836fc8a3c03f,scene-0043,"Busy intersection, oncoming traffic, construction zone on the left",singapore-onenorth,n015,39,19.200452,1,False,False,False,False,True,True,False,False,False
8758419c03ab47a59ea6d6620176f3a3,scene-0044,"Truck turns, parked cars, bump, bikes",singapore-onenorth,n015,40,19.249659,1,False,False,False,False,False,False,True,False,True
eac3102e4cc24d4b95532bcc711a902f,scene-0045,"Full parking lot, peds, exiting from car park",singapore-onenorth,n015,39,19.050546,1,False,False,False,True,False,False,False,False,False
798e8504b4364d378270333a349ef508,scene-0046,"Busy intersection, ped crossing, waiting for traffic light, construction zone on the left",singapore-onenorth,n015,39,19.050031,1,False,False,False,True,True,True,False,False,False
4047f251c21a475abb49518e0fa6fa9e,scene-0047,"Construction workers close to road, vehicle turn out, cross intersection",singapore-onenorth,n015,40,19.401154,1,False,False,False,False,False,True,False,False,False
cf550d9670274ac1a7f274fbacb39c48,scene-0048,"Construction, narrow road, construction workers, heavy construction vehicles, right turn",singapore-onenorth,n015,40,19.400064,1,False,False,False,False,False,True,False,False,False
095d9b93b583425f910ae2afaf1d017d,scene-0049,"Construction, barriers behind net, parked trucks, excavators, turn left",singapore-onenorth,n015,39,19.297212,1,False,False,False,False,False,True,True,False,False
9a81caa3d5134d7f87ee4786ccef68f7,scene-0050,"Narrow street, seveal peds, shadows, turn left, parked motorcycle",singapore-onenorth,n015,39,19.147398,1,False,False,False,True,False,True,True,True,False
0e37d4a357db4246a908cfd97d17efc6,scene-0051,"Pass parked vehicles, peds, arrive at intersection",singapore-onenorth,n015,39,19.299501,1,False,False,False,True,False,True,True,False,False
37b32e4e8cf846679b2c0cb342dbd4aa,scene-0052,"Oncoming car in the same lane, overtake parked car, turn left",singapore-onenorth,n015,40,19.300499,1,False,False,False,False,False,True,True,False,False
6d4b2bd795ae4c66900ad98ccd2371a6,scene-0053,"Cross intersection in group of cars, peds, bike rack",singapore-onenorth,n015,39,19.250213,1,False,False,False,True,False,True,False,True,False
8b43539a55374b6c8ed60c95a42d63a2,scene-0054,"Turn left, many parked heavy trucks, workers",singapore-onenorth,n015,39,19.151244,1,False,False,False,False,False,True,True,False,False
446af4b1d7da4735a607bc3e45c2e0b3,scene-0055,"Bus stop left, parked cars right, oncoming bus",singapore-onenorth,n015,40,19.15013,1,False,False,False,False,False,False,True,False,True
83773bcf46ac486383529098de0542dd,scene-0056,"Peds, nature, construction, trash can, parked truck, turn right",singapore-onenorth,n015,41,19.501265,1,False,False,False,True,False,True,True,False,True
433a14f8dcf5457fb2c4def5c749122a,scene-0057,"Jaywalkers, parked bike and scooter, parked car on the main road",singapore-onenorth,n015,39,19.39838,1,False,False,False,False,False,False,True,True,False
9a1188aba4bf458c8220818a6c0be55a,scene-0058,"Construction, strange cleaning vehicle parked on our lane",singapore-onenorth,n015,39,19.149564,1,False,False,False,False,False,False,True,False,False
dcd5bc29543747e28ef02816dd458290,scene-0059,"Wait at intersection, bike on sidewalk, worker blowing leaves",singapore-onenorth,n015,41,19.499585,1,False,False,False,False,False,True,False,True,False
bb028034cb474e3da8953f83752a70a9,scene-0060,"Wait at intersection, bike on sidewalk, worker blowing leaves, bicycle crossing",singapore-onenorth,n015,40,19.400056,1,False,False,False,True,False,True,False,True,False
cc8c0bf57f984915a77078b10eb33198,scene-0061,"Parked truck, construction, intersection, turn left, following a van",singapore-onenorth,n015,39,19.149566,1,False,False,False,False,False,True,True,False,True
762e6aac0d6f4c1b9b0286ab4b2da654,scene-0062,"Change lane, parked cars, overhead walkways",boston-seaport,n008,39,19.14957,1,False,False,False,False,False,False,True,False,False
a8819942e8bb43b6a832c56dfb78cfc6,scene-0063,"Exit passage, parking lot, flag, trucks, wait at intersection",boston-seaport,n008,39,19.250204,1,False,False,False,False,False,True,False,False,False
7ad94b6e54f641208bf59cba6bb55220,scene-0064,"Parking lots, oncoming special electrical vehicle",boston-seaport,n008,40,19.40062,1,False,False,False,False,False,False,False,False,False
59530445fcc04c2090bfaf63f342f794,scene-0065,"Wait at intersection, truck, peds, turn right, parking lot",boston-seaport,n008,40,19.249491,1,False,False,False,True,False,True,False,False,True
30e77a3561ce4f1bb4fd90e322ea29d7,scene-0066,"Parking lots, parked truck, construction, congestion, worker directing traffic, passing cars",boston-seaport,n008,39,19.34866,1,False,False,False,False,True,False,True,False,True
cb0cd06a1dd84271968466d7b65e48f8,scene-0067,"Exit construction, ped on crosswalk, construction workers, parking lot",boston-seaport,n008,40,19.398824,1,False,False,False,True,False,False,False,False,False
b0b26c1e5a1140e69598422f12ae1dc0,scene-0068,"Two turning trucks, wait, turn left",boston-seaport,n008,39,19.051111,1,False,False,False,False,False,True,False,False,False
a5d7cc4bf3404cccb89932d94ccb9da6,scene-0069,"Turn left, peds near parked bus, bird",boston-seaport,n008,40,19.400616,1,False,False,False,True,False,True,True,False,True
c0cb50847c3949a0b4baf2e200ac897c,scene-0070,"Peds, ped with bag, bus stop, parking lot, turn right, follow cyclist, trailers, turn left",boston-seaport,n008,40,19.401169,1,False,False,False,True,False,True,False,False,True
860ef56791a947baadb27dd00bd5d4b3,scene-0071,"Parked trucks, construction vehicles, road blocked relative to baseline route, find deviation",boston-seaport,n008,40,19.500155,1,False,False,False,False,False,False,True,False,False
fbf27198b3424e28ab1de2a12eb3dc4a,scene-0072,"Wait at intersection, running ped",boston-seaport,n008,40,19.150132,1,False,False,False,True,False,True,False,False,False
5557f4edc1464442812293e2ea90a586,scene-0073,"Parked scooter, flock of pigeons, person sitting on top of bench, two trucks passing, turn right",boston-seaport,n008,40,19.399017,1,False,False,False,False,False,True,True,True,False
78c5f7d7b547483c906d8524a8c3190f,scene-0074,"Wait at intersection, turn left, bike rack, parked cars, peds",boston-seaport,n008,40,19.15012,1,False,False,False,True,False,True,True,True,False
01c3f5e39956402da3e37845632fadca,scene-0075,"Parked cars, oncoming semi, two oncoming bikes, parked motorcycle, bike rack",boston-seaport,n008,39,18.999548,1,False,False,False,False,False,False,True,True,False
e9a94a93c36a4adb831eb67ec8bdf289,scene-0076,"Turn right, follow cyclist, turn right",boston-seaport,n008,40,19.249105,1,False,False,False,False,False,True,False,False,False
7365495b74464629813b41eacdb711af,scene-0092,"Drive through passage, peds walking alongside lane",boston-seaport,n008,40,19.250184,1,False,False,False,True,False,False,False,False,False
cba3ddd5c3664a43b6a08e586e094900,scene-0093,"Turn right, parking lots, cross intersection",boston-seaport,n008,39,19.099839,1,False,False,False,False,False,True,False,False,False
91c071bcc1ad4fa1b555399e1cfbab79,scene-0094,"Oncoming cyclist, cars, wait at intersection",boston-seaport,n008,40,19.400052,1,False,False,False,False,False,True,False,False,False
b4b82c4d338a4b6d86835388ce076345,scene-0095,"Wait at intersection, peds occluded, start driving",boston-seaport,n008,39,19.048932,1,False,False,False,True,False,True,False,False,False
68e79a88244f447f993a72da444b29ba,scene-0096,"Cross busy intersection, cyclist nearby, construction barriers and cones",boston-seaport,n008,39,19.099809,1,False,False,False,False,True,True,False,False,False
2eb4d7f00e584a548aa0b899638bfb0a,scene-0097,"Wait at red light, turns green, cross intersection",boston-seaport,n008,39,19.250772,1,False,False,False,False,False,True,False,False,False
c65c4acf86954f8cbd53a3541a3bfa3a,scene-0098,"Parked cars, peds, bus stop, bicycle rack, sign trailer, bicyclist, ped carrying object, bridge",boston-seaport,n008,39,19.150111,1,False,False,False,True,False,False,True,True,True
5af9c7f124d84e7e9ac729fafa40ea01,scene-0099,"Parked vans, switch lane, construction zone in the right, bike following in rear, passed by active motorcycle",boston-seaport,n008,39,19.052342,1,False,False,False,False,False,False,True,True,False
afd73f70ff7d46d6b772d341c08e31a5,scene-0100,"Wait at red light, oncoming cyclist, peds, parked bicycle, parked construction car",boston-seaport,n008,40,19.400624,1,False,False,False,True,False,False,True,True,False
01452fbfbf4543af8acdfd3e8a1ee806,scene-0101,"Concrete mixer spinning, traffic cones, wait at red light, move onto bridge, lane change",boston-seaport,n008,40,19.400546,1,False,False,False,False,False,False,False,False,False
ddb615d9bb22484cabc6545b632a1025,scene-0102,"Turn right at intersection, cross bridge, many peds",boston-seaport,n008,40,19.349833,1,False,False,False,True,False,True,False,False,False
fcbccedd61424f1b85dcbf8f897f9754,scene-0103,"Many peds right, wait for turning car, long bike rack left, cyclist",boston-seaport,n008,40,19.400637,2,False,False,False,True,False,True,False,True,False
c525507ee2ef4c6d8bb64b0e0cf0dd32,scene-0104,"Start car, cross intersection, skyscraper occluded by traffic light, parked bicycles, parked cars, cross intersection",boston-seaport,n008,39,19.050038,2,False,False,False,False,False,True,True,False,False
2ed0fcbfc214478ca3b3ce013e7723ba,scene-0105,"Parking lots, peds, parked cars, cars on elevated bridge, truck",boston-seaport,n008,39,19.049479,2,False,False,False,True,False,False,True,False,True
bed67ef03c4a4066a74f6c0117d512ee,scene-0106,"Drive between buildings under construction, slow down at intersection, several traffic cones and temporary barriers",boston-seaport,n008,40,19.405495,2,False,False,False,False,False,True,False,False,False
3b2ee26cb8484f77895bc336663df502,scene-0107,"Cross busy intersection, bendy bus changing lane",boston-seaport,n008,40,19.398401,2,False,False,False,False,True,True,False,False,True
a178a1b5415f45c08d179bd2cacdf284,scene-0108,"Construction zone, waiting for car to pass, turn right",boston-seaport,n008,39,19.250184,2,False,False,False,False,False,True,False,False,False
fb73d1a6c16147ee9416faf6b310fadb,scene-0109,"Cross roundabout, construction vehicle, ped walking along the road side",boston-seaport,n008,40,19.401166,2,False,False,False,True,False,False,False,False,True
d87ec0461e3f4c4ea29b0f0c0ede5167,scene-0110,"Parked car with open bonnet, parked cars, oncoming truck, oncoming cyclists",boston-seaport,n008,40,19.348626,2,False,False,False,False,False,False,True,False,True
a1ca2ba59ac9452fb3da60019bf32c71,scene-0120,"Parked motorcycles, parking lot, wait at intersection, truck, ped very close to ego-vehicle",singapore-onenorth,n015,40,19.500153,2,False,False,False,True,False,True,True,False,True
ce2d6bdc33084dc1a2780f41f6740e06,scene-0121,"Peds, follow motorcycle, motorcycle turns right",singapore-onenorth,n015,40,19.499616,2,False,False,False,True,False,False,False,True,False
e6cb595f6df44b3999db28c65f2244ac,scene-0122,"Fast motorcycle on street ahead, stop, parked bicycles, turn right",singapore-onenorth,n015,39,18.999733,2,False,False,False,False,False,True,True,True,False
cb3ef7b7ef124983b336c781f134cdfb,scene-0123,"Monument, truck, peds, turn left, downhill",singapore-onenorth,n015,40,19.500142,2,False,False,False,True,False,True,False,False,True
bed8426a524d45afab05b19cf02386b2,scene-0124,"Many peds, parked buses, parked cars",singapore-onenorth,n015,40,19.199874,2,False,False,False,True,False,False,True,False,False
36fbee38a28543ea9e27a67d64e1dee4,scene-0125,"Many parked cars, animal, many peds, wait at intersection",singapore-onenorth,n015,40,19.249673,2,False,False,False,True,False,True,True,False,False
00590cbfa24a430a8c274b51e1c71231,scene-0126,"Delayed left turn, jaywalker, parking lot, bus stops, parked bicycle, truck, turn right",singapore-onenorth,n015,40,19.251335,2,False,False,False,False,False,True,True,True,True
52b30ecd104a4f4eab6f8f5684a73e56,scene-0127,"Enter car park, jaywalker, parked motorcycles, pass a bus",singapore-onenorth,n015,40,19.500127,2,False,False,False,False,False,False,True,False,True
5c9bd7ead37e4aa9989f7909f3a78baa,scene-0128,"Parking lot, parked scooters, parked cars, ped, cross crosswalk, bump, parked bicycle",singapore-onenorth,n015,40,19.44815,2,False,False,False,True,False,False,True,True,False
ef5f216134a94e308697ab4c75402a20,scene-0129,"Parking lot, cross crosswalk, go over bump, construction, peds, scooter on main road",singapore-onenorth,n015,40,19.449849,2,False,False,False,True,False,False,False,True,False
dc6235e2281943548084c484cb38b876,scene-0130,"Peds crossing at crosswalk, drive along parked cars, ped, workers kneeling",singapore-onenorth,n015,40,19.35033,2,False,False,False,True,False,False,True,False,False
8857cf15fa7049a6b000490835d3b9fc,scene-0131,"Parking lot, peds",singapore-onenorth,n015,40,19.40008,2,False,False,False,True,False,False,False,False,False
4f28b42169f4404cbab4b43476e13885,scene-0132,"Parked cars, turn left, parked bus",singapore-onenorth,n015,40,19.349747,2,False,False,False,False,False,True,True,False,True
f57957ebc5654b649a0786d993b64be4,scene-0133,"Drive through parking lot, stopped bus, parked scooters, parked motorcycles, peds, parked trucks, approach barrier",singapore-onenorth,n015,40,19.349184,2,False,False,True,True,False,False,True,False,True
d90b94e8bfd446cd9407f48665122268,scene-0134,"Approach intersection, fence, turn left, peds in sidewalk",singapore-onenorth,n015,40,19.349696,2,False,False,False,True,False,True,False,False,False
4db0eee3b82d49b198c1a411cf7f7d68,scene-0135,"Heavy traffic, sitting peds, parked motorcycles, 2 jaywalkers, turn right, busy intersection",singapore-onenorth,n015,39,19.150687,2,False,False,False,True,True,True,True,False,False
7365754410624f2f85087003f4ed41ad,scene-0138,"Bus stop, parked bicycles, bus stop, bicycle rack, peds",singapore-onenorth,n015,40,19.350845,2,False,False,False,True,False,False,True,True,True
01c8c59260db4a3682d7b4f8da65425e,scene-0139,"Ped standing, ped sitting, two parked motorcycles on road",singapore-onenorth,n015,40,19.350297,2,False,False,False,True,False,False,True,False,False
1fbcc26ebf6948bb964d3ae74939e8ea,scene-0149,"Wait at intersection, turn left, bushes, bus stops, peds, parking lot",singapore-onenorth,n015,40,19.349184,2,False,False,False,True,False,True,False,False,True
94f224a2a36c4bbbab59120cc6c31f6e,scene-0150,"Oncoming scooter, scooters, busy intersection, walking peds",singapore-onenorth,n015,39,19.100444,2,False,False,False,True,True,True,False,True,False
ba76f4185aa34ed3bff467ac640da902,scene-0151,"Turn right, busy intersection, construction, peds, parked bicycles, construction vehicle, motorcycle",singapore-onenorth,n015,40,19.050033,2,False,False,False,True,True,True,True,True,True
bd210a5bc7004d8c94b68cf6366612a2,scene-0152,"Parked bicycles, bump, overtake parked buses, irregularly parked cars",singapore-onenorth,n015,39,19.251863,2,False,False,False,False,False,False,True,False,False
12cd5f88732749a58725528bb3d86958,scene-0154,"Turn left, peds at restaurant, parked bicycles, autonomous vehicle, parked vehicles, passing at narrow street, taxi, ped with bag, sitting ped",singapore-onenorth,n015,39,19.000254,2,False,False,False,True,False,True,True,False,False
cd1a8954ff904333bb13fa1a6ee526fd,scene-0155,"Jaywalkers, turn left, stop for ped crossing, turn left, peds sitting in a restaurant",singapore-onenorth,n015,39,19.14954,2,False,False,False,True,False,True,False,False,False
d0b2d916178a402a842c88f394d7d7e8,scene-0157,"Passing scooter, wait at intersection, turn right",singapore-onenorth,n015,40,19.249701,2,False,False,False,False,False,True,False,True,False
c0d3796765e2452d990309b2568adac5,scene-0158,"Worker stopped ego car, worker removes cones, follow truck, heavy traffic, construction, peds",singapore-onenorth,n015,40,19.400582,2,False,False,False,True,True,False,False,False,True
73d9a36f20594e658020ebfc5b0ba74a,scene-0159,"Peds crossing crosswalk, barrier being pushed across crosswalk, turn left, peds",singapore-onenorth,n015,39,19.150103,2,False,False,True,True,False,True,False,False,False
9eaabad9385b4fe1b9f397edead326ac,scene-0160,"Wait for oncoming car to pass, narrow road, parked cars",singapore-onenorth,n015,40,19.401171,2,False,False,False,False,False,False,True,False,False
0d2cc345342a460e94ff54748338ac22,scene-0161,"Car overtaking, parking lot, peds, ped exiting car, objects on the ground",boston-seaport,n008,40,19.399485,2,False,False,False,True,False,False,False,False,False
bc4fd5a05a004333b9411754630f4cba,scene-0162,"Leaving parking lot, parked cars, hidden ped",boston-seaport,n008,40,19.400592,2,False,False,False,True,False,False,True,False,False
6ab3d1e9476d4cd89d4949d69d056901,scene-0163,"Drive along street with dozens of parked cars, bicycle rack",boston-seaport,n008,40,19.400601,2,False,False,False,False,False,False,True,True,False
75a4ec12042542149b0a77a0a10d6330,scene-0164,"Turn into narrow street, parked cars, parked motorcycles",boston-seaport,n008,39,19.150677,2,False,False,False,False,False,True,True,False,False
8fbbe701baf641359129ea166e1674ec,scene-0165,"Pass crane, truck and construction workers, long loaded truck",boston-seaport,n008,40,19.400051,2,False,False,False,False,False,False,False,False,True
15e1fa06e30e438a98430cc1fd0e8a69,scene-0166,"Leaving narrow street, many cars",boston-seaport,n008,39,19.149666,2,False,False,False,False,True,False,False,False,False
448cf480b0b8400a86881d28c2c5f734,scene-0167,"Pass parked trucks, sitting pedestrians, turn right",boston-seaport,n008,40,19.250221,2,False,False,False,True,False,True,True,False,False
bef135921f374f838bf0badae55cac83,scene-0168,"Parking lot, peds, parked cars, parked scooters, eletronic display",boston-seaport,n008,40,19.400565,2,False,False,False,True,False,False,True,False,False
ab6eea0e06c84f70be411a9d36636a7a,scene-0170,"Turn left, truck parked in the middle of the street, ego vehicle coming to full stand",boston-seaport,n008,40,19.349171,2,False,False,False,False,False,True,True,False,True
2ffd7e2a1daf4b928464ddb2ed3dca59,scene-0171,Densely parked trucks,boston-seaport,n008,40,19.400568,2,False,False,False,False,False,False,True,False,False
634a8c5835e44aec912604a9a1972a5d,scene-0172,"Bus indicates turn but does not go, overtake bus",boston-seaport,n008,40,19.250173,2,False,False,False,False,False,True,False,False,True
8931a57994764c9b945a7a1b352c9ae5,scene-0173,Drive along road barriers,boston-seaport,n008,40,19.397824,2,False,False,False,False,False,False,False,False,False
fd5a3c6d3ad44954a8045edbe9d93763,scene-0174,"Reflections, parked cars, trucks",boston-seaport,n008,40,19.401142,2,False,False,False,False,False,False,True,False,False
7cf32f906f50415786414ce8bbe10e9b,scene-0175,"Truck, parked vehicles, bicycle, special trailer, parked car, parked bicycle",boston-seaport,n008,40,19.400067,2,False,False,False,False,False,False,True,True,True
c7492bdc08f8450fa580b7787331f0c9,scene-0176,"Parked cars, extra-long bendy bus, banners, arrive at intersection, turn right, truck",boston-seaport,n008,39,19.251818,2,False,False,False,False,False,True,True,False,True
fcb40dc8514444c49b1fdc06f80a123b,scene-0177,Parking toll gate,singapore-queenstown,n015,40,19.49956,2,False,False,False,False,False,False,False,False,False
f4395dd8e4004f12a8dec3079a93d804,scene-0178,"Parking lot, parked motorcycles, turn right, jaywalker",singapore-queenstown,n015,39,19.102019,2,False,False,False,False,False,True,True,False,False
2538a745a83f430eb590d48b4743e179,scene-0179,"Ped walking to the ego car, parked truck ahead, parking lot",singapore-queenstown,n015,40,19.452063,2,False,False,False,True,False,False,True,False,True
4431d97ea17044ad9c09c13d16684054,scene-0180,Parking lot with lots of parked cars,singapore-queenstown,n015,39,19.098668,2,False,False,False,False,False,False,True,False,False
c9c28de6e66442f7921858f1ebbec3ef,scene-0181,"Turn left, toll gate, oncoming bus",singapore-queenstown,n015,40,19.250729,2,False,False,False,False,False,True,False,False,True
2c1f2e5096434cd78919b2ae442d4ba4,scene-0182,"Peds, bus stop, taxi, narrow road, parking lot, slope",singapore-queenstown,n015,40,19.401176,2,False,False,False,True,False,False,False,False,True
c67b72f4a0bd4f2b96ecbd0e01c58232,scene-0183,"Parked motorcycle, bike, parking driveway, parked cars",singapore-queenstown,n015,40,19.49959,2,False,False,False,False,False,False,True,True,False
93032908bafd484ea10a39b0d5d3fff6,scene-0184,"Many trees, narrow road",singapore-queenstown,n015,40,19.500149,2,False,False,False,False,False,False,False,False,False
b886756c3fd641eeba9dda3932e196c0,scene-0185,"Parking bay, peds, ped hesitates to cross, ego car stops, ped crossing",singapore-queenstown,n015,40,19.49789,2,False,False,False,True,False,False,False,False,False
019b370afb444a2e8ce85654898307c8,scene-0187,"Bump, turn right, ped attempting to walk in front of car, jaywalker",singapore-queenstown,n015,39,19.098136,2,False,False,False,True,False,True,False,False,False
928ee3a8c5a84497a6360fe70a4e921e,scene-0188,"Ego vehicle starts, many peds, parked bicycles, bus stop",singapore-queenstown,n015,32,15.748899,2,False,False,False,True,False,False,True,False,True
c04cdbbe744c4da08d3df61c47d5cc94,scene-0190,"Nature, wait for traffic light",singapore-onenorth,n015,40,19.349746,2,False,False,False,False,False,False,False,False,False
f9e460f092c94466b1211704b5a8859d,scene-0191,"Turn left, parking lot",singapore-onenorth,n015,40,19.350839,2,False,False,False,False,False,True,False,False,False
1fa63d31aaa7459383b4414715cd12db,scene-0192,"Stopped for cars at T-junction, jaywalker, turn left",singapore-onenorth,n015,40,19.500716,2,False,False,False,False,False,True,False,False,False
2ce2df158372461fa91ce77455656f81,scene-0193,"Vegetation, parking lot, turning cars",singapore-onenorth,n015,40,19.350269,2,False,False,False,False,False,True,False,False,False
